w1,w2,Mean_Loss,CVaR,Variance,CVaR_Variance
2.829038850084036,2.168929785064428,14.747233690983816,102.74709832050445,1040.1025424185468,265974.94570589205
2.9233401450868377,2.168929785064428,14.894469237818793,103.5939663381005,1035.8581387751392,261724.01354852313
3.0176414400896387,2.168929785064428,14.93947986798921,104.66584251955337,1008.4026354821074,247756.6767927385
3.11194273509244,2.168929785064428,15.008332348187952,105.54399440275367,1076.0856988601265,273286.75469715626
3.2062440300952413,2.168929785064428,15.062055195427968,105.02170838954717,1052.414757098557,265279.26285628893
3.3005453250980423,2.168929785064428,15.355168140203682,110.05714920991927,1124.6108449231385,282745.01453971164
3.394846620100844,2.168929785064428,15.46547077698059,110.3786415702944,1660.8777649293047,496370.90036308893
3.489147915103645,2.168929785064428,15.732689847871534,113.28773047229524,1937.00453381884,598541.5332796505
3.583449210106446,2.168929785064428,15.735699561665156,114.17772379705193,1439.7007501746864,397613.9845127524
3.6777505051092474,2.168929785064428,15.76895166496187,113.94472559176921,1333.956260105973,355642.57444545144
3.7720518001120484,2.168929785064428,15.867106345877694,114.80205928719548,1352.8906006620555,360162.69483440835
3.8663530951148495,2.168929785064428,16.229546547942675,121.02796401671196,1432.4964817967027,378529.84904945723
3.960654390117651,2.168929785064428,16.49091781388131,123.0063519784959,1880.9411254768474,550937.600288002
4.0549556851204525,2.168929785064428,16.57392218991917,124.15573316151853,2188.38445957516,672085.8111004063
4.149256980123253,2.168929785064428,16.63662918911198,124.46167031586162,1870.9551827832274,544156.9096989112
4.2435582751260545,2.168929785064428,16.794811928631272,127.2920652449556,2515.3501539728622,796190.1237698356
4.337859570128856,2.168929785064428,16.959226069288892,127.97608192246587,1920.7747038739042,553335.2484574732
4.432160865131657,2.168929785064428,17.089122214527254,129.01901960007976,1851.1593770837821,517924.1546487622
4.526462160134458,2.168929785064428,17.266131119548586,130.88395624112596,2660.3779675652877,837672.7221542168
4.62076345513726,2.168929785064428,17.518963343588933,134.2904353413602,1978.3412660763172,556197.9801647797
4.71506475014006,2.168929785064428,17.63934287309707,137.66197923539144,2502.4528256588324,758242.515869406
4.809366045142862,2.168929785064428,18.12950510951435,142.79019202406388,3815.2568290989248,1269610.179285188
4.903667340145663,2.168929785064428,18.052099028146692,142.68054788386692,2745.086197201583,842206.311160967
4.997968635148464,2.168929785064428,17.874451798179155,138.112146380339,2091.84535484374,591001.9121663916
5.092269930151265,2.168929785064428,18.524127109451936,147.59717627851091,3662.299016247492,1193689.9805284487
5.186571225154067,2.168929785064428,18.430480323168,144.3658748655222,3482.1939662637787,1124702.892255603
5.280872520156867,2.168929785064428,18.580293526532383,145.94711270723246,2395.165777731947,686464.7014023765
5.375173815159669,2.168929785064428,18.89848984745336,149.9696490158273,4500.787756547844,1517317.3312214282
